# ID RA(J2000) DEC(J2000) Z E_Z
         554  210.0823648   62.4541113  0.12666667  0.00013000
         149  209.8851613   62.5384387  0.31833333  0.00026000
          42  209.9086674   62.5925240  0.17283334  0.00017333
         222  210.0096987   62.5926728  0.34239167  0.00026000
         293  209.9070932   62.4065113  0.24801666  0.00023000
         206  210.1587233   62.4500037  0.58210838  0.00033333
         663  209.9543646   62.5332298  0.29938334  0.00020667
         677  210.1249278   62.5090776  0.19483334  0.00013000
         497  209.9650525   62.5849626  0.44966668  0.00056333
         253  209.9087653   62.5511669  0.34061667  0.00028333
         590  210.0799945   62.6134215  0.16241667  0.00015333
         439  209.8844800   62.5564700  0.32356000  0.00020000
         287  209.9542942   62.5287014  0.36240000  0.00023333
         630  210.1194194   62.4525418  0.13858333  0.00009667
          52  210.1213373   62.4149405  0.18346667  0.00012000
          68  209.9481712   62.4277750  0.20100833  0.00022000
          76  209.8868932   62.5117458  0.30149999  0.00026000
         488  209.8778555   62.5621298  0.17464167  0.00022667
         510  209.9830000   62.4995600  0.32429999  0.00027000
         493  210.0420500   62.4516100  0.32589999  0.00025000
         142  210.1492220   62.4300165  0.21858333  0.00013000
         591  209.9400900   62.5520500  0.32390001  0.00020000
         616  209.8755251   62.5549858  0.21739167  0.00024000
         555  209.8251100   62.5790300  0.32494000  0.00020000
         670  209.9950800   62.4958600  0.33309999  0.00040000
          59  210.0736549   62.4447961  0.11000834  0.00012000
         513  209.8324421   62.4387735  0.41145000  0.00019333
         672  209.9449600   62.4335300  0.32486001  0.00020000
         158  209.9157500   62.4492200  0.32631001  0.00020000
          80  209.9356528   62.4906296  0.28045002  0.00022667
         246  210.0170200   62.5160700  0.32662001  0.00027000
         326  210.1528765   62.4380926  0.18400000  0.00017333
         681  209.8644713   62.5596433  0.29741669  0.00027667
         183  209.9506200   62.5025400  0.32159999  0.00027000
         276  210.1470748   62.4930244  0.24640834  0.00016333
         359  209.8840800   62.5520200  0.33011001  0.00020000
         199  209.9410927   62.5465254  0.33580834  0.00025000
          16  209.9725630   62.5348606  0.18171667  0.00016333
         596  210.0079015   62.4737206  0.26997501  0.00028333
          86  210.1182608   62.4626910  0.23239167  0.00022000
         557  209.8195441   62.6033539  0.28276667  0.00017000
         114  209.8405828   62.5948058  0.24941666  0.00030667
         685  209.8822866   62.4366631  0.10534167  0.00014667
         434  210.0007937   62.5482669  0.24896666  0.00014333
         113  209.9148652   62.5924785  0.39054167  0.00024333
         443  209.9746147   62.5521396  0.18983333  0.00013000
         412  210.0524900   62.5331400  0.33078000  0.00020000
         257  209.8661796   62.5820119  0.40867501  0.00019000
         167  210.0545242   62.5957491  0.31022501  0.00021333
         307  209.9990338   62.4369037  0.10191667  0.00017667
         215  209.9581200   62.5048700  0.32699999  0.00040000
         687  209.7801793   62.5697365  0.08850834  0.00036333
          20  209.9754939   62.4776822  0.24650833  0.00061000
         411  210.0289400   62.5263000  0.32110000  0.00040000
         387  209.8870100   62.5313200  0.32929000  0.00020000
         688  209.8793943   62.5043279  0.18028334  0.00011667
         294  210.0268800   62.4867200  0.32870001  0.00020000
         604  209.9391759   62.5692192  0.61099166  0.00021667
         450  209.8741900   62.4429800  0.32993001  0.00034000
         374  210.0074786   62.5686310  0.33325002  0.00021667
         563  209.9324800   62.5023300  0.31510001  0.00021000
          79  210.1179200   62.4780200  0.33171999  0.00028000
         675  209.8766300   62.5523500  0.33137000  0.00020000
         595  209.9042383   62.5382897  0.26168334  0.00021333
         344  210.0680570   62.4420637  0.26402500  0.00030333
         181  210.0732794   62.5224214  0.43289167  0.00021667
         438  209.9063900   62.4513400  0.32222000  0.00029000
          27  209.9748000   62.4793400  0.32495001  0.00020000
         190  210.0817786   62.6097160  0.07855000  0.00018333
         123  209.8604600   62.4857100  0.33015001  0.00020000
         386  209.9911100   62.5296800  0.32600999  0.00059000
         395  209.9677768   62.4864624  0.19150832  0.00024333
         466  209.8888789   62.5017366  0.42273337  0.00030667
           0  209.9676859   62.5710424  0.13160834  0.00011000
         542  209.8937217   62.4989237  0.31825000  0.00019000
         429  209.7840500   62.4254443  0.18150833  0.00019333
         620  209.9596926   62.5646113  0.29893333  0.00014000
         236  209.9772100   62.4811800  0.33133000  0.00020000
         686  209.9175093   62.5024954  0.28099167  0.00030667
          70  209.9235330   62.5164081  0.49492502  0.00020333
         280  209.9893000   62.5260100  0.33000001  0.00027000
         484  209.9258978   62.5203744  0.10815834  0.00023000
         333  209.9356114   62.4628701  0.23460001  0.00017667
         351  210.0300300   62.5446400  0.33430001  0.00027000
         330  209.9366100   62.5105900  0.33329999  0.00027000
         156  209.8971891   62.4179524  0.41720000  0.00027333
         145  209.8404976   62.5519418  0.19561666  0.00010333
         262  210.0413631   62.4506237  0.08268333  0.00013000
         213  210.1509862   62.6121924  0.22408333  0.00017333
         678  209.8008442   62.4269637  0.21841668  0.00021667
         116  209.9139000   62.5362600  0.32830000  0.00020000
         288  209.9810354   62.4398123  0.21875000  0.00017333
         127  209.8808800   62.4549800  0.32844001  0.00020000
         680  209.9596200   62.5175000  0.32749999  0.00040000
          77  209.9583013   62.5316291  0.34659165  0.00052333
         391  209.7951200   62.5283200  0.32630000  0.00022000
         538  210.1410194   62.4595776  0.39175835  0.00024000
         312  209.9679395   62.5557789  0.26969168  0.00015667
         691  209.9073535   62.5216640  0.15869167  0.00015333
         150  209.8918535   62.4753649  0.14469166  0.00014333
         241  210.0560324   62.5879280  0.26635000  0.00028667
         633  209.8359768   62.4427290  0.14524999  0.00018667
         664  210.0635061   62.4206267  0.24736667  0.00030333
           6  210.0839400   62.5970900  0.33304000  0.00082000
         576  209.9685700   62.5320400  0.32251000  0.00020000
         200  209.8709300   62.4655300  0.33019999  0.00020000
         520  209.8509920   62.5545059  0.40100831  0.00020333
          28  209.9401700   62.5278700  0.33149999  0.00040000
         318  210.0038800   62.4558100  0.32269999  0.00020000
         492  210.0610105   62.4755209  0.42208332  0.00020000
         329  209.8780355   62.5051142  0.07560000  0.00010000
          51  210.0005953   62.4876331  0.29073334  0.00023333
         270  210.0434513   62.4743417  0.24916667  0.00021667
         350  209.9951376   62.4385334  0.31291667  0.00018667
         102  210.0360573   62.5457026  0.26390833  0.00026333
         201  209.9644050   62.5855386  0.25661665  0.00024333
         244  209.8002502   62.5394469  0.28380001  0.00035000
          96  209.7992527   62.5573139  0.26234999  0.00021333
         171  209.9061000   62.5025500  0.32560000  0.00027000
         197  209.8805393   62.4137130  0.06950834  0.00014333
         683  209.8286361   62.4454102  0.28371668  0.00020333
         535  209.8539145   62.4545407  0.19131666  0.00013333
         357  209.8408800   62.5327900  0.33019999  0.00020000
         659  209.8964900   62.4696400  0.32247999  0.00020000
         301  210.0610209   62.5021225  0.34400833  0.00031333
         249  209.9163047   62.5320470  0.25505000  0.00025667
         490  210.0947029   62.4682262  0.61385834  0.00046667
         165  209.8076668   62.4974650  0.16538334  0.00017333
         679  210.0464666   62.5897811  0.28670833  0.00024333
         100  209.9143836   62.5342864  0.25408334  0.00034667
          35  209.9940861   62.5316825  0.27582499  0.00026333
         615  209.7878935   62.5815121  0.21134166  0.00012667
         662  209.9109348   62.5673835  0.50468332  0.00022000
         383  210.0935825   62.4240507  0.32192498  0.00021667
         210  209.8396725   62.5005872  0.25639167  0.00032000
         209  210.0764122   62.4444570  0.09010001  0.00027333
         544  210.0019991   62.5607155  0.25561666  0.00014667
         495  210.1193492   62.6136313  0.21891667  0.00039000
         478  210.0331030   62.4856282  0.14450000  0.00014667
         224  209.9025007   62.5005370  0.20566666  0.00013000
          47  209.8095806   62.4534058  0.30866665  0.00021667
         568  209.9666800   62.5449700  0.33081999  0.00020000
          23  210.0133000   62.4707700  0.33447000  0.00023000
         161  210.0179900   62.4943300  0.32747000  0.00032000
         501  209.7968000   62.5947100  0.32802999  0.00020000
         445  210.1093929   62.4358737  0.34600002  0.00017333
         575  209.9897033   62.5453483  0.27000001  0.00017333
         550  209.9906100   62.5371300  0.33216000  0.00020000
         229  210.1544267   62.4507561  0.37388331  0.00031667
         637  209.8533100   62.4973500  0.33182999  0.00020000
           5  210.0265800   62.5581400  0.32846999  0.00020000
         457  209.9078127   62.4170865  0.20218334  0.00011000
         669  209.9075996   62.4685612  0.33540833  0.00026333
         208  210.0723800   62.4390300  0.33289000  0.00038000
         128  210.1307040   62.5279915  0.53796667  0.00036667
         221  209.9144700   62.4985500  0.31940001  0.00027000
         366  209.9977800   62.4521200  0.31957999  0.00020000
         605  209.9616600   62.5388300  0.33050001  0.00040000
