# ra   dec
1.500117549999999937e+02 1.754440999999999917e+00
1.500134539999999959e+02 2.700219000000000147e+00
1.499837440000000015e+02 2.137058999999999820e+00
1.500164750000000140e+02 2.445016999999999996e+00
1.500133620000000008e+02 2.430731999999999893e+00
1.500051259999999900e+02 1.853375999999999912e+00
1.499771670000000086e+02 1.837963000000000013e+00
1.500163970000000120e+02 1.907416000000000000e+00
1.499961439999999868e+02 1.914236999999999966e+00
1.500414629999999931e+02 2.235179000000000027e+00
1.500060799999999972e+02 2.212444000000000077e+00
1.500078029999999956e+02 1.605946000000000096e+00
1.500001100000000065e+02 2.553634999999999877e+00
1.500321769999999901e+02 2.316587999999999870e+00
1.500678330000000074e+02 2.063902999999999821e+00
1.500643709999999942e+02 2.047931999999999864e+00
1.500468119999999885e+02 2.058097000000000065e+00
1.500217199999999877e+02 2.037491999999999859e+00
1.500568199999999877e+02 1.844298999999999911e+00
1.500470840000000123e+02 2.164277999999999924e+00
1.500674410000000023e+02 2.162459000000000131e+00
1.500411670000000015e+02 2.526644000000000112e+00
1.500860409999999945e+02 1.956661999999999901e+00
1.500710080000000062e+02 1.971036999999999928e+00
1.502638450000000034e+02 2.684124000000000176e+00
1.502818120000000022e+02 1.778842999999999952e+00
1.502836729999999932e+02 1.789900999999999964e+00
1.503023949999999900e+02 2.468574999999999964e+00
1.502563859999999920e+02 2.429370000000000029e+00
1.502520059999999944e+02 2.759803999999999924e+00
1.502811240000000055e+02 2.191841000000000150e+00
1.503007979999999861e+02 1.894803999999999933e+00
1.502575579999999889e+02 1.922833000000000014e+00
1.502940979999999911e+02 2.840831000000000106e+00
1.502875750000000039e+02 2.803831000000000184e+00
1.502706640000000107e+02 2.245207000000000175e+00
1.502880409999999927e+02 1.634622999999999937e+00
1.502770250000000090e+02 1.661853999999999942e+00
1.502752910000000099e+02 2.545681999999999778e+00
1.502907289999999989e+02 2.284073999999999938e+00
1.503233089999999947e+02 1.690967000000000109e+00
1.503338459999999941e+02 1.739738999999999924e+00
1.502984519999999975e+02 1.751649000000000012e+00
1.503145429999999863e+02 2.672537000000000162e+00
1.502914790000000096e+02 2.641198999999999852e+00
1.502914389999999969e+02 2.641046999999999922e+00
1.503095619999999997e+02 1.766610000000000014e+00
1.505007270000000119e+02 2.404913000000000078e+00
1.504822920000000011e+02 2.391763000000000083e+00
1.505209680000000105e+02 2.203723000000000098e+00
1.504946569999999895e+02 2.497128000000000014e+00
1.504783510000000035e+02 1.920226999999999906e+00
1.504965039999999874e+02 2.819554000000000116e+00
1.504917269999999974e+02 2.583130999999999844e+00
1.505205159999999864e+02 1.705613000000000046e+00
1.505374820000000113e+02 2.019042999999999921e+00
1.505010560000000055e+02 2.654061000000000003e+00
1.505420110000000022e+02 1.820459000000000049e+00
1.505208039999999983e+02 1.803225999999999996e+00
1.504987370000000055e+02 2.779888000000000137e+00
1.505057290000000023e+02 2.497812000000000143e+00
1.505147399999999891e+02 1.936698999999999948e+00
1.504834199999999953e+02 1.641979000000000077e+00
1.505146839999999884e+02 2.228298000000000112e+00
1.505001980000000117e+02 1.967964999999999964e+00
1.505142690000000130e+02 1.700898999999999939e+00
1.505360440000000040e+02 2.051264000000000198e+00
1.505321720000000028e+02 2.032547000000000104e+00
1.504207089999999880e+02 1.858076999999999979e+00
1.504218180000000018e+02 2.802195000000000213e+00
1.504349899999999991e+02 2.791863999999999901e+00
1.504582350000000019e+02 1.920981999999999967e+00
1.504372590000000116e+02 2.537239000000000022e+00
1.504267230000000097e+02 2.862489000000000061e+00
1.504252649999999960e+02 2.855713999999999864e+00
1.498369840000000011e+02 1.669426999999999994e+00
1.498351399999999956e+02 1.652187000000000072e+00
1.498388919999999871e+02 1.662393000000000010e+00
1.498353240000000142e+02 1.639637999999999929e+00
1.498414699999999868e+02 1.671168999999999905e+00
1.498380919999999890e+02 1.648892000000000024e+00
1.498683819999999969e+02 2.600489000000000051e+00
1.498610960000000034e+02 2.558647000000000116e+00
1.498665190000000109e+02 2.594685999999999826e+00
1.498373949999999866e+02 1.687308000000000030e+00
1.498398919999999919e+02 1.695322999999999913e+00
1.498414860000000033e+02 1.696952000000000016e+00
1.498908319999999890e+02 2.650428999999999924e+00
1.498834970000000055e+02 2.618308999999999997e+00
1.498740099999999984e+02 1.784604999999999997e+00
1.498688400000000058e+02 1.749270000000000103e+00
1.499024019999999950e+02 2.684165000000000134e+00
1.498989520000000084e+02 2.666828000000000198e+00
1.499009049999999945e+02 2.690211000000000130e+00
1.501689149999999984e+02 2.320713000000000026e+00
1.501957060000000013e+02 2.378087999999999980e+00
1.501862340000000131e+02 2.665938999999999837e+00
1.501918420000000083e+02 2.700994999999999813e+00
1.501840860000000077e+02 2.116566999999999865e+00
1.501896680000000117e+02 2.145192999999999905e+00
1.501904089999999883e+02 2.449886999999999926e+00
1.502126110000000097e+02 2.173697000000000212e+00
1.502404300000000035e+02 1.912250999999999923e+00
1.502567960000000085e+02 2.853111999999999870e+00
1.502549239999999884e+02 2.848533999999999899e+00
1.502548989999999947e+02 2.852657000000000220e+00
1.502287279999999896e+02 1.662195000000000089e+00
1.502312049999999886e+02 1.670150999999999941e+00
1.502231079999999963e+02 1.637876000000000110e+00
1.502299339999999859e+02 1.993740999999999985e+00
1.502225420000000042e+02 1.953824999999999923e+00
1.502337819999999908e+02 2.289162999999999837e+00
1.502336880000000008e+02 2.290512999999999799e+00
1.502339169999999910e+02 2.298027999999999960e+00
1.502510969999999872e+02 2.040366999999999820e+00
1.502352740000000040e+02 1.746668000000000109e+00
1.502390279999999905e+02 1.760348999999999942e+00
1.502738420000000019e+02 2.671599000000000057e+00
1.502714310000000069e+02 2.667980000000000018e+00
1.502702339999999879e+02 2.661804000000000059e+00
1.502523030000000119e+02 2.421657000000000171e+00
1.502664910000000020e+02 2.725754999999999928e+00
1.502660190000000000e+02 2.729908000000000001e+00
1.502729370000000131e+02 2.434797000000000100e+00
1.502970579999999927e+02 2.795262999999999831e+00
1.495503109999999936e+02 2.300676999999999861e+00
1.495447910000000036e+02 1.734321000000000002e+00
1.495739230000000077e+02 2.340475999999999779e+00
1.495608450000000005e+02 2.372145999999999866e+00
1.499775250000000142e+02 1.745034999999999892e+00
1.500051410000000089e+02 2.371942999999999913e+00
1.499797770000000128e+02 2.743834000000000106e+00
1.500241509999999892e+02 1.840313000000000088e+00
1.500265620000000126e+02 1.855647000000000046e+00
1.499806639999999902e+02 2.185888999999999971e+00
1.500206039999999916e+02 2.178307999999999911e+00
1.500230809999999906e+02 1.634478000000000097e+00
1.500103359999999952e+02 1.640845000000000109e+00
1.505000789999999995e+02 2.360888000000000098e+00
1.505348130000000140e+02 2.666507000000000183e+00
1.505634279999999876e+02 1.822959999999999914e+00
1.505594490000000008e+02 2.736206000000000138e+00
1.505557680000000005e+02 2.157208999999999932e+00
1.505525179999999921e+02 2.139996000000000009e+00
1.505511789999999905e+02 2.132868999999999904e+00
1.505255860000000041e+02 1.881513999999999909e+00
1.505689169999999990e+02 2.775427999999999784e+00
1.505224819999999966e+02 2.764079999999999870e+00
1.505494099999999946e+02 2.188320000000000043e+00
1.499678130000000067e+02 2.684251000000000165e+00
1.499908069999999896e+02 2.654005000000000170e+00
1.499741689999999892e+02 1.735544999999999893e+00
1.499751489999999876e+02 2.069282999999999983e+00
1.499941010000000006e+02 2.395202999999999971e+00
1.499719920000000002e+02 1.783868999999999927e+00
1.499897909999999968e+02 2.105455000000000076e+00
1.499706170000000043e+02 2.119718999999999909e+00
1.499978979999999922e+02 1.869334999999999969e+00
1.499811339999999973e+02 2.158240999999999854e+00
1.500038189999999929e+02 2.163911999999999836e+00
1.499849499999999978e+02 1.892242999999999897e+00
1.500207149999999956e+02 1.639340999999999937e+00
1.500006960000000049e+02 1.943859000000000004e+00
1.500231780000000015e+02 1.827207000000000026e+00
1.502155329999999935e+02 2.530203000000000202e+00
1.502626140000000134e+02 1.666353999999999891e+00
1.502550990000000013e+02 1.623815000000000008e+00
1.502111659999999915e+02 1.623170000000000002e+00
1.502563079999999900e+02 1.695238000000000023e+00
1.502463710000000106e+02 2.279246000000000105e+00
1.502517870000000073e+02 2.307113000000000191e+00
1.502509870000000092e+02 2.307300000000000129e+00
1.506118429999999933e+02 1.759481999999999990e+00
1.504464220000000125e+02 2.079076000000000146e+00
1.504511599999999873e+02 2.107880999999999894e+00
1.504140170000000012e+02 2.699765999999999888e+00
1.504503530000000069e+02 1.801590999999999942e+00
1.504510850000000062e+02 1.807183999999999902e+00
1.504404340000000104e+02 2.758344000000000129e+00
1.504122910000000104e+02 2.151154000000000011e+00
1.504380470000000116e+02 2.800867000000000218e+00
1.504552060000000040e+02 2.800683999999999951e+00
1.504292989999999861e+02 2.192864999999999842e+00
1.504200649999999939e+02 1.616114000000000051e+00
1.504379509999999982e+02 1.921504000000000101e+00
1.504248289999999884e+02 2.860756999999999994e+00
1.504767400000000066e+02 1.679008000000000056e+00
1.507224070000000040e+02 1.971370999999999984e+00
1.507148390000000120e+02 1.745975000000000055e+00
1.507103749999999991e+02 2.625223000000000084e+00
1.504599499999999921e+02 2.162584999999999980e+00
1.504288540000000012e+02 2.169455999999999829e+00
1.504395839999999964e+02 1.876171999999999951e+00
1.504306709999999896e+02 2.214319000000000148e+00
1.504666269999999884e+02 1.606899999999999995e+00
1.504669030000000021e+02 2.533465000000000078e+00
1.504657050000000140e+02 2.527147999999999950e+00
1.504474189999999965e+02 2.518965000000000121e+00
1.504695250000000044e+02 2.845861000000000196e+00
1.496386610000000132e+02 2.443829000000000029e+00
1.496166639999999859e+02 1.844775000000000054e+00
1.496378569999999968e+02 2.514442999999999984e+00
1.496660070000000076e+02 2.246262000000000203e+00
1.496323940000000050e+02 2.562997999999999887e+00
1.496370070000000112e+02 1.984817000000000053e+00
1.494781910000000096e+02 1.903396000000000088e+00
1.494725630000000081e+02 1.881051999999999946e+00
1.494823680000000081e+02 2.524967000000000183e+00
1.494818569999999909e+02 2.522613999999999912e+00
1.494808859999999981e+02 2.524909000000000070e+00
1.494976690000000019e+02 2.261633999999999922e+00
1.494947840000000099e+02 2.247937999999999992e+00
1.494996580000000108e+02 2.276189000000000018e+00
1.494969079999999906e+02 2.270652999999999810e+00
1.494963109999999915e+02 2.261915999999999816e+00
1.494567700000000059e+02 1.659062999999999954e+00
1.494547129999999981e+02 1.647755999999999998e+00
1.494776050000000112e+02 2.606123999999999885e+00
