# ra   dec
1.497928670000000011e+02 2.385737000000000219e+00
1.497509129999999971e+02 1.809801999999999911e+00
1.498002089999999953e+02 2.696108999999999867e+00
1.497952349999999910e+02 2.674779000000000018e+00
1.497836560000000077e+02 2.419051000000000062e+00
1.497848280000000045e+02 2.436637999999999860e+00
1.497794460000000072e+02 2.756613000000000202e+00
1.497773160000000132e+02 2.745537000000000116e+00
1.497820979999999906e+02 2.471299999999999830e+00
1.507205570000000137e+02 2.735021999999999842e+00
1.507059199999999919e+02 2.532875999999999905e+00
1.507310300000000041e+02 2.287001000000000062e+00
1.507275889999999947e+02 2.266411999999999871e+00
1.507516329999999982e+02 2.271422999999999970e+00
1.507231869999999958e+02 2.568856999999999946e+00
1.507598439999999869e+02 1.716021000000000019e+00
1.507286110000000008e+02 1.693030000000000035e+00
1.507569239999999979e+02 2.039219000000000115e+00
1.504118009999999970e+02 2.492630999999999819e+00
1.504315640000000087e+02 2.179378999999999955e+00
1.504442919999999901e+02 1.616888000000000103e+00
1.504647270000000105e+02 1.943210000000000104e+00
1.504467040000000111e+02 1.939111000000000029e+00
1.504576219999999864e+02 2.832218999999999820e+00
1.504315180000000112e+02 2.864761999999999809e+00
1.504650790000000029e+02 1.652435000000000098e+00
1.504642200000000116e+02 2.332167999999999797e+00
1.504663280000000043e+02 1.738323000000000063e+00
1.503686570000000131e+02 2.564642999999999784e+00
1.503683460000000025e+02 2.564506000000000174e+00
1.503401299999999878e+02 1.970890000000000031e+00
1.503827110000000005e+02 2.019868000000000219e+00
1.503351869999999906e+02 2.587172999999999945e+00
1.503551789999999926e+02 1.710838000000000081e+00
1.503601659999999924e+02 1.740337000000000023e+00
1.504582770000000096e+02 1.665162999999999949e+00
1.504891770000000122e+02 1.713832999999999940e+00
1.504512389999999868e+02 1.709046000000000065e+00
1.504827850000000069e+02 2.612026000000000181e+00
1.504932919999999967e+02 2.346817000000000153e+00
1.504958330000000046e+02 2.362718999999999792e+00
1.504769169999999860e+02 2.365223999999999993e+00
1.504499460000000113e+02 1.753702000000000094e+00
1.504748040000000060e+02 2.664985000000000159e+00
1.499471330000000080e+02 2.533110000000000195e+00
1.499645730000000015e+02 2.234449000000000130e+00
1.499631760000000043e+02 2.238218999999999959e+00
1.499838489999999922e+02 1.642636999999999903e+00
1.499801840000000084e+02 1.642104999999999926e+00
1.499455450000000098e+02 2.556238000000000010e+00
1.499434359999999913e+02 2.550688000000000066e+00
1.499526700000000119e+02 2.306204999999999838e+00
1.499493479999999863e+02 2.289686000000000110e+00
1.499510359999999878e+02 2.305801999999999907e+00
1.499649190000000090e+02 2.586904999999999788e+00
1.499715530000000001e+02 2.630174999999999930e+00
1.499677489999999977e+02 2.613545999999999925e+00
1.499627879999999891e+02 2.594653999999999794e+00
1.499896489999999858e+02 2.356333999999999929e+00
1.499885160000000042e+02 2.354753000000000096e+00
1.499850050000000010e+02 2.341051000000000215e+00
1.499600700000000018e+02 2.648635000000000073e+00
1.499606990000000053e+02 2.655355999999999828e+00
1.500101840000000095e+02 2.386181000000000108e+00
1.500108069999999998e+02 2.391449000000000158e+00
1.500115910000000099e+02 2.406597000000000097e+00
1.500128330000000005e+02 2.412974000000000174e+00
1.500112909999999999e+02 2.717527000000000026e+00
1.500067060000000083e+02 2.686520999999999937e+00
1.500062189999999873e+02 2.696997999999999784e+00
1.499703780000000108e+02 2.103845999999999883e+00
1.499740960000000030e+02 2.128321000000000129e+00
1.499804320000000075e+02 1.865194999999999936e+00
1.499818940000000111e+02 2.180719999999999992e+00
1.499856169999999906e+02 1.876557999999999948e+00
1.499886759999999981e+02 1.913570999999999911e+00
1.500089110000000119e+02 2.232632000000000172e+00
1.500061289999999872e+02 2.222431999999999963e+00
1.500017919999999947e+02 2.201719999999999899e+00
1.500073419999999942e+02 2.235107999999999873e+00
1.496987200000000087e+02 1.962927000000000088e+00
1.496980489999999975e+02 2.283260999999999985e+00
1.497005839999999921e+02 2.295110999999999901e+00
1.496957580000000121e+02 2.262303000000000175e+00
1.496995679999999993e+02 2.279719000000000051e+00
1.497022660000000087e+02 2.031057000000000112e+00
1.497172319999999957e+02 2.680943000000000076e+00
1.497114050000000134e+02 2.655623999999999985e+00
1.497156060000000082e+02 2.682900000000000063e+00
1.497103840000000048e+02 2.655196000000000112e+00
1.497243190000000084e+02 2.072761999999999993e+00
1.497225709999999879e+02 2.039909999999999890e+00
1.497349319999999864e+02 2.121626000000000012e+00
1.497329890000000034e+02 2.099689000000000139e+00
1.497377639999999985e+02 2.124315999999999871e+00
1.497400719999999978e+02 2.135689000000000171e+00
1.497182060000000092e+02 2.146072000000000202e+00
1.497222099999999898e+02 2.172887999999999931e+00
1.497338929999999948e+02 1.883631000000000055e+00
1.497326129999999864e+02 1.880651000000000073e+00
1.497385739999999998e+02 1.919068999999999914e+00
1.497363039999999899e+02 1.904701999999999895e+00
1.497355019999999968e+02 1.900203000000000086e+00
1.497366869999999892e+02 1.910474999999999923e+00
1.497501350000000002e+02 2.212490999999999985e+00
1.497474699999999928e+02 2.208603999999999790e+00
1.497615350000000092e+02 1.637210000000000054e+00
1.497615580000000080e+02 1.646620999999999890e+00
1.497550889999999981e+02 1.606834000000000096e+00
1.497613200000000120e+02 2.249458000000000180e+00
1.497654389999999864e+02 2.277397999999999811e+00
1.497660300000000007e+02 2.284428000000000125e+00
1.497637640000000090e+02 2.275300000000000100e+00
1.497596230000000048e+02 2.255624000000000073e+00
1.497794199999999876e+02 2.018292000000000197e+00
1.497265390000000025e+02 2.590221999999999802e+00
1.498571230000000014e+02 2.270102000000000064e+00
1.498767060000000129e+02 2.289728999999999903e+00
1.498891350000000102e+02 2.629411000000000165e+00
1.498820690000000013e+02 2.152629000000000126e+00
1.498818410000000085e+02 2.151310000000000056e+00
1.498748089999999991e+02 2.488059999999999938e+00
1.501258970000000090e+02 1.799158999999999953e+00
1.501246700000000089e+02 1.793894000000000100e+00
1.500794500000000085e+02 1.756164000000000058e+00
1.500916019999999946e+02 2.435620000000000118e+00
1.500890870000000064e+02 2.729515999999999831e+00
1.501286959999999908e+02 2.159009999999999874e+00
1.501170889999999929e+02 1.893331000000000097e+00
1.501018019999999922e+02 2.465320999999999874e+00
1.501262759999999901e+02 2.459591000000000083e+00
1.501289629999999988e+02 2.474971000000000032e+00
1.501328890000000058e+02 2.497729999999999784e+00
1.501280959999999993e+02 2.467376999999999931e+00
1.500975259999999878e+02 2.208409000000000066e+00
1.501370000000000005e+02 1.630832999999999977e+00
1.499909930000000031e+02 1.981816999999999940e+00
1.499731409999999983e+02 2.310064999999999813e+00
1.499685440000000085e+02 2.283243999999999829e+00
1.499941019999999980e+02 1.709165999999999963e+00
1.499922990000000027e+02 2.618195000000000050e+00
1.499528650000000027e+02 2.622586999999999779e+00
1.500191340000000082e+02 1.813142999999999949e+00
1.499971009999999865e+02 1.791363000000000039e+00
1.500290479999999889e+02 1.848881999999999914e+00
1.500135080000000016e+02 2.157268999999999881e+00
1.500047309999999925e+02 2.453882000000000119e+00
1.499760740000000112e+02 2.427566999999999808e+00
1.499906839999999875e+02 2.176731000000000193e+00
1.500017200000000059e+02 1.909237000000000073e+00
1.500247610000000122e+02 2.475340999999999791e+00
1.499925100000000100e+02 2.227186999999999806e+00
1.505370200000000125e+02 2.399782000000000082e+00
1.505553490000000068e+02 2.750967999999999858e+00
1.505537899999999922e+02 2.741235999999999784e+00
1.505514239999999972e+02 2.729519999999999946e+00
1.505486370000000136e+02 2.727040000000000131e+00
1.505277429999999868e+02 2.149487999999999843e+00
1.505575809999999990e+02 1.863469000000000042e+00
1.505551030000000026e+02 2.209267999999999788e+00
1.505541409999999871e+02 2.204829000000000150e+00
1.505709150000000136e+02 2.485523999999999845e+00
1.505726160000000107e+02 2.499905000000000044e+00
1.505461200000000019e+02 2.850675999999999988e+00
1.505403929999999946e+02 2.825978000000000101e+00
1.505613199999999949e+02 1.637823999999999947e+00
1.505622710000000097e+02 1.652485999999999899e+00
1.505584560000000067e+02 1.641080000000000094e+00
1.505580930000000137e+02 1.634489000000000081e+00
1.505585389999999961e+02 1.649389999999999912e+00
1.505765769999999861e+02 1.979074000000000000e+00
1.505473230000000058e+02 1.690989999999999993e+00
1.505515489999999943e+02 1.696889000000000092e+00
1.505528119999999888e+02 1.690943000000000085e+00
1.505512830000000122e+02 1.672658999999999896e+00
1.505846190000000036e+02 2.036038000000000014e+00
1.505804530000000057e+02 2.017999000000000098e+00
1.505781829999999957e+02 2.015261000000000191e+00
1.505645509999999945e+02 2.351923000000000208e+00
1.505569849999999974e+02 2.319679999999999964e+00
1.505717640000000017e+02 2.059795999999999960e+00
1.505714969999999937e+02 2.059781999999999780e+00
1.505717659999999967e+02 2.072966999999999782e+00
1.505824189999999874e+02 2.715260999999999925e+00
1.505779919999999947e+02 2.694125000000000103e+00
1.505790829999999971e+02 2.102200999999999986e+00
1.505858780000000081e+02 2.146847999999999868e+00
1.505802400000000034e+02 2.115931999999999924e+00
1.502539580000000115e+02 2.306508000000000003e+00
1.502539419999999950e+02 2.309010999999999925e+00
1.502667399999999986e+02 2.036216000000000026e+00
1.502614509999999939e+02 2.012071000000000165e+00
1.502336339999999950e+02 2.360660000000000203e+00
1.502320489999999893e+02 2.356732000000000049e+00
1.502636009999999942e+02 2.405993000000000048e+00
1.502567019999999900e+02 2.378607999999999834e+00
1.502575840000000085e+02 2.387888999999999928e+00
1.502566989999999976e+02 2.382258000000000209e+00
1.502820299999999918e+02 2.731901000000000135e+00
1.502760319999999865e+02 2.701178000000000079e+00
1.502862719999999968e+02 2.424687000000000037e+00
1.502910750000000064e+02 2.464423000000000030e+00
1.502907470000000103e+02 2.464697000000000138e+00
1.502899370000000090e+02 2.454829000000000150e+00
1.502518159999999909e+02 1.849302999999999919e+00
1.502753769999999918e+02 2.183180000000000121e+00
1.502703239999999880e+02 2.156919999999999948e+00
1.502704420000000027e+02 2.177404999999999813e+00
1.502934799999999882e+02 2.507191000000000169e+00
1.502582669999999894e+02 2.828628999999999838e+00
1.502600229999999897e+02 1.614374999999999893e+00
1.502619840000000124e+02 1.629404999999999992e+00
1.504143390000000124e+02 2.103974000000000011e+00
1.504095269999999971e+02 2.075285000000000046e+00
1.504105429999999899e+02 2.081401000000000057e+00
1.504332799999999963e+02 2.429275000000000073e+00
1.504091300000000047e+02 1.842602999999999991e+00
1.504045000000000130e+02 1.818070000000000075e+00
1.504620409999999993e+02 1.863242000000000065e+00
1.504619690000000105e+02 1.863083999999999962e+00
1.504589170000000138e+02 2.813819000000000070e+00
1.504521450000000016e+02 2.773445999999999856e+00
1.504604799999999898e+02 2.814385000000000137e+00
1.501056639999999902e+02 1.915513000000000021e+00
1.501239610000000084e+02 2.592001999999999917e+00
1.501240479999999877e+02 2.592173999999999978e+00
1.501578749999999900e+02 1.732153000000000054e+00
1.501593829999999912e+02 1.733060000000000045e+00
1.501393979999999999e+02 2.654808000000000057e+00
1.501665849999999978e+02 2.361933000000000060e+00
1.501704149999999913e+02 2.387021999999999977e+00
1.501640339999999867e+02 2.354249999999999954e+00
1.501392119999999863e+02 2.076954000000000189e+00
1.501447550000000035e+02 2.112531999999999854e+00
1.501396849999999858e+02 2.095272000000000023e+00
1.501644970000000114e+02 1.846122000000000041e+00
1.501601709999999912e+02 1.837925000000000031e+00
1.494784359999999879e+02 2.286538999999999877e+00
1.494726049999999873e+02 1.646317000000000030e+00
1.495093630000000076e+02 1.726920000000000011e+00
1.502129600000000096e+02 2.823263999999999996e+00
1.502298270000000002e+02 1.635585000000000067e+00
1.502199129999999911e+02 1.670717999999999925e+00
1.504319500000000005e+02 1.757533999999999930e+00
1.504375579999999957e+02 2.106311999999999962e+00
1.504074329999999975e+02 2.691549999999999887e+00
1.504334629999999891e+02 2.148277999999999910e+00
1.504138020000000040e+02 2.137361999999999984e+00
1.504477929999999901e+02 1.880633999999999917e+00
1.505449930000000052e+02 2.004007999999999790e+00
1.505475610000000017e+02 2.019105999999999845e+00
1.505549249999999972e+02 2.324666999999999817e+00
1.505617120000000000e+02 2.364621999999999780e+00
1.501483529999999860e+02 2.172562000000000104e+00
1.501770710000000122e+02 2.209166000000000185e+00
1.502019720000000120e+02 2.211110000000000131e+00
1.501780950000000132e+02 1.921033999999999908e+00
1.501599830000000111e+02 1.930020000000000069e+00
1.498002600000000086e+02 2.224269000000000052e+00
1.498076430000000130e+02 1.601401999999999992e+00
1.504280880000000025e+02 1.966804999999999914e+00
1.504588840000000118e+02 2.651057000000000219e+00
1.504651639999999873e+02 2.108541999999999916e+00
1.504653790000000129e+02 2.109766000000000030e+00
1.504866250000000036e+02 2.103143999999999902e+00
1.504858260000000030e+02 1.837364999999999915e+00
1.504755370000000028e+02 2.387494999999999923e+00
1.505091580000000135e+02 2.456646000000000107e+00
1.505016270000000134e+02 2.168266000000000027e+00
1.505182010000000048e+02 2.795221999999999873e+00
1.504932430000000068e+02 1.932023000000000046e+00
1.503728619999999978e+02 2.059193000000000051e+00
1.503735240000000033e+02 2.708102999999999927e+00
1.503844200000000058e+02 2.124082000000000026e+00
1.503680239999999912e+02 2.121589999999999865e+00
1.503628539999999987e+02 2.093522999999999801e+00
1.503487499999999955e+02 2.131365000000000176e+00
1.503721850000000018e+02 1.843514000000000097e+00
1.503876019999999869e+02 2.726901999999999937e+00
1.504035729999999944e+02 2.153075999999999990e+00
1.503925500000000000e+02 2.182582000000000022e+00
1.503895829999999876e+02 2.233875999999999973e+00
1.503696779999999933e+02 1.609507999999999939e+00
1.503920430000000010e+02 2.251224999999999810e+00
1.504184659999999951e+02 1.981516000000000055e+00
1.503951920000000086e+02 1.734194999999999931e+00
1.504098569999999881e+02 2.311376000000000097e+00
1.504220889999999997e+02 2.622689999999999966e+00
1.504151769999999999e+02 2.375026000000000082e+00
1.504089079999999967e+02 1.754650000000000043e+00
1.505012199999999893e+02 2.444614000000000065e+00
1.504862579999999923e+02 2.449340999999999990e+00
1.504730380000000025e+02 2.466730000000000089e+00
1.504977020000000039e+02 2.207632999999999956e+00
1.504742779999999982e+02 2.660924000000000067e+00
1.504666750000000093e+02 2.105914999999999981e+00
1.503661789999999883e+02 2.686535000000000117e+00
1.503566950000000020e+02 1.859693999999999958e+00
1.503525659999999959e+02 1.836411000000000016e+00
1.503811440000000061e+02 2.406582999999999917e+00
1.503926400000000001e+02 1.954639000000000015e+00
1.503978060000000028e+02 1.654382999999999937e+00
1.504257110000000068e+02 1.691816999999999904e+00
1.504282570000000021e+02 2.011988999999999805e+00
1.504096040000000016e+02 1.731084000000000067e+00
1.504120100000000093e+02 2.281356000000000162e+00
1.503928390000000093e+02 2.281362999999999808e+00
1.504129990000000134e+02 1.828349999999999920e+00
1.504550209999999879e+02 1.872376999999999958e+00
1.504574499999999944e+02 2.194681000000000104e+00
1.504723170000000039e+02 1.936531999999999920e+00
1.504605709999999874e+02 2.505863999999999869e+00
1.505559299999999894e+02 2.335967000000000127e+00
1.506169859999999971e+02 2.734100000000000197e+00
1.505669200000000103e+02 2.724047999999999803e+00
1.505641129999999919e+02 2.708241000000000120e+00
1.506148770000000070e+02 2.136851000000000056e+00
1.506105949999999893e+02 2.431883000000000017e+00
1.505792820000000063e+02 2.461234000000000144e+00
1.505878099999999904e+02 1.872584000000000026e+00
1.505829620000000091e+02 1.839001000000000108e+00
1.506197520000000054e+02 2.778961999999999932e+00
1.506115320000000111e+02 2.180617999999999945e+00
1.505876320000000135e+02 2.500043999999999933e+00
1.505987949999999955e+02 2.508833999999999786e+00
1.505976809999999944e+02 2.802540000000000031e+00
1.506183660000000089e+02 2.238925000000000054e+00
1.506248109999999940e+02 2.268356999999999957e+00
1.505968699999999956e+02 2.608846999999999916e+00
1.506223709999999869e+02 2.029649000000000036e+00
1.497505350000000135e+02 2.348457999999999934e+00
1.497836000000000070e+02 2.305045999999999928e+00
1.497848769999999945e+02 2.313762999999999792e+00
1.497576679999999953e+02 1.732736000000000054e+00
1.497531439999999918e+02 1.706320999999999977e+00
1.497540889999999933e+02 1.719872999999999985e+00
1.497370950000000107e+02 2.030524000000000218e+00
1.497614289999999926e+02 1.809722000000000053e+00
1.497574869999999976e+02 1.793004000000000042e+00
1.497509110000000021e+02 1.760755999999999988e+00
1.497564069999999958e+02 1.798812999999999995e+00
1.497904780000000073e+02 2.420662000000000091e+00
1.497927469999999914e+02 2.771363000000000021e+00
1.497867080000000044e+02 2.741474000000000188e+00
1.497941669999999874e+02 2.464663999999999966e+00
1.497944899999999961e+02 2.466143999999999892e+00
1.497919589999999914e+02 2.456944000000000017e+00
1.497920630000000131e+02 2.457619000000000220e+00
1.498063439999999957e+02 2.216625000000000068e+00
1.498019290000000012e+02 2.206036000000000108e+00
1.498057420000000093e+02 2.225941000000000169e+00
1.498189099999999883e+02 1.627544000000000102e+00
1.498262110000000007e+02 1.943923000000000068e+00
1.498181549999999902e+02 1.939014999999999933e+00
1.498257830000000013e+02 1.950909000000000004e+00
1.498226710000000139e+02 1.942175999999999902e+00
1.497795490000000029e+02 2.864991999999999983e+00
1.497771869999999979e+02 2.852545000000000108e+00
1.497793660000000102e+02 2.866550999999999849e+00
1.497776629999999898e+02 2.858557999999999932e+00
1.497761199999999917e+02 2.853635999999999839e+00
1.498040589999999952e+02 2.288124999999999964e+00
1.497995050000000106e+02 2.279366000000000003e+00
1.498029009999999914e+02 1.983719999999999928e+00
1.497995109999999954e+02 1.967737999999999987e+00
1.500279329999999902e+02 2.556726999999999972e+00
1.500035080000000107e+02 2.534615000000000062e+00
1.500429750000000126e+02 2.275285999999999920e+00
1.500303069999999934e+02 2.581309000000000076e+00
1.500491749999999911e+02 2.628533000000000008e+00
1.500517910000000086e+02 2.360059999999999825e+00
1.500208519999999908e+02 2.369984000000000091e+00
1.500646849999999972e+02 2.124079000000000050e+00
1.500585149999999999e+02 2.088477999999999835e+00
1.500442160000000058e+02 2.113932999999999840e+00
1.500487349999999935e+02 2.761419000000000068e+00
1.500907210000000021e+02 2.513008999999999826e+00
1.502394060000000025e+02 2.355418999999999929e+00
1.502300979999999981e+02 2.067938999999999972e+00
1.502715509999999881e+02 2.415674000000000099e+00
1.502721090000000004e+02 2.419604999999999784e+00
1.502641790000000128e+02 2.459318000000000115e+00
1.502787460000000124e+02 2.168406000000000056e+00
1.502914670000000115e+02 2.287326000000000192e+00
1.503232849999999985e+02 1.702272999999999925e+00
1.502914179999999931e+02 2.586154000000000064e+00
1.503092430000000093e+02 1.995657999999999932e+00
1.502797459999999887e+02 2.339078000000000213e+00
1.502989190000000121e+02 1.740142000000000078e+00
1.502803309999999897e+02 1.741773999999999933e+00
1.506737009999999941e+02 1.919127999999999945e+00
1.506813640000000021e+02 1.959861999999999993e+00
1.506820749999999975e+02 1.925669999999999993e+00
1.506892650000000060e+02 2.300241000000000202e+00
1.495184820000000059e+02 1.812083000000000110e+00
1.494907159999999919e+02 2.429939000000000071e+00
1.495334860000000106e+02 2.466842000000000201e+00
1.495378829999999937e+02 2.771523999999999877e+00
1.495275420000000111e+02 2.808485000000000120e+00
1.495090230000000133e+02 2.790564999999999962e+00
1.505949589999999887e+02 1.872713999999999990e+00
1.505898219999999981e+02 1.837144000000000110e+00
1.505910379999999975e+02 1.827957000000000054e+00
1.506146850000000086e+02 2.177064000000000110e+00
1.506123069999999871e+02 2.172344999999999970e+00
1.506074969999999951e+02 2.154872999999999816e+00
1.506096589999999935e+02 2.167869000000000046e+00
1.506064389999999946e+02 2.169259999999999966e+00
1.506102410000000020e+02 2.184172999999999920e+00
1.505826409999999953e+02 1.889815000000000023e+00
1.505908919999999966e+02 1.928237999999999897e+00
1.506392909999999858e+02 1.653024000000000049e+00
1.505811579999999879e+02 2.221020000000000216e+00
1.506397389999999916e+02 1.949151999999999996e+00
1.506325930000000142e+02 2.573583999999999872e+00
1.506296399999999949e+02 2.532948000000000199e+00
1.506422550000000058e+02 2.599146999999999874e+00
1.506384470000000135e+02 2.578472000000000097e+00
1.506434639999999945e+02 2.621310999999999947e+00
1.506404239999999959e+02 2.321412000000000031e+00
1.506368530000000021e+02 2.308542999999999790e+00
1.506443399999999997e+02 2.354842000000000102e+00
1.506350500000000068e+02 2.307514999999999983e+00
1.506460030000000074e+02 2.680591999999999864e+00
1.506379750000000115e+02 2.635581999999999869e+00
1.506414640000000134e+02 2.649509999999999810e+00
1.506391820000000052e+02 2.635593000000000075e+00
1.506252739999999903e+02 2.406874999999999876e+00
1.506207819999999913e+02 2.400755999999999890e+00
1.506590390000000070e+02 2.690495999999999999e+00
1.506615380000000073e+02 2.702325000000000088e+00
1.506664710000000014e+02 2.717824999999999935e+00
1.506613000000000113e+02 2.678799999999999848e+00
1.506549410000000080e+02 2.449483999999999995e+00
1.506460889999999893e+02 2.440307999999999922e+00
1.504366369999999904e+02 1.621952000000000060e+00
1.504284839999999974e+02 1.583174999999999999e+00
1.504503060000000119e+02 2.533920000000000172e+00
1.504459190000000035e+02 2.511846999999999941e+00
1.504498299999999915e+02 2.545519999999999783e+00
1.504802019999999914e+02 2.257226999999999872e+00
1.504817020000000127e+02 2.273188999999999904e+00
1.504737880000000132e+02 2.236419000000000157e+00
1.504754560000000083e+02 2.564137000000000111e+00
1.504513800000000003e+02 1.973084000000000060e+00
1.504511009999999942e+02 1.986229000000000022e+00
1.504689520000000016e+02 1.725748999999999977e+00
1.504815049999999985e+02 2.048687999999999843e+00
1.504797320000000127e+02 2.046193999999999846e+00
1.504562669999999969e+02 2.351345999999999936e+00
1.504729230000000086e+02 2.679666999999999799e+00
1.504540230000000065e+02 2.418638000000000066e+00
1.505134559999999908e+02 2.751339000000000201e+00
1.505095680000000016e+02 2.735552000000000206e+00
1.505076809999999909e+02 2.726195000000000146e+00
1.504899440000000084e+02 2.167854999999999865e+00
1.504897819999999911e+02 2.168038000000000132e+00
1.504859519999999975e+02 2.143189000000000011e+00
1.504866049999999973e+02 2.146440000000000126e+00
1.505123059999999953e+02 1.857437000000000005e+00
1.505121100000000069e+02 1.859906999999999977e+00
1.505099940000000061e+02 2.205897999999999914e+00
1.505037399999999934e+02 2.498216000000000214e+00
1.505105670000000089e+02 2.541669999999999874e+00
1.505034210000000030e+02 2.500189999999999912e+00
1.505191690000000051e+02 2.856342999999999854e+00
1.505130800000000022e+02 2.822989000000000193e+00
1.505145410000000084e+02 2.837232999999999894e+00
1.505158020000000079e+02 2.238262999999999892e+00
1.505197560000000010e+02 2.262957000000000107e+00
1.505151869999999974e+02 2.242255000000000109e+00
1.495528600000000097e+02 2.231787999999999883e+00
1.495238180000000057e+02 2.560305000000000053e+00
1.495237439999999935e+02 2.295688999999999869e+00
1.495449279999999987e+02 2.655456000000000039e+00
1.495692640000000040e+02 2.650863000000000191e+00
1.495485960000000034e+02 2.023625000000000007e+00
1.495517940000000010e+02 2.041256999999999877e+00
1.495779540000000054e+02 2.050905000000000200e+00
1.495443980000000010e+02 2.345721999999999863e+00
1.495801779999999894e+02 2.558266999999999847e+00
1.495813980000000072e+02 2.561717999999999940e+00
1.495774010000000089e+02 2.652428000000000008e+00
1.496238710000000083e+02 2.325448000000000182e+00
1.495956850000000031e+02 2.668680999999999859e+00
1.495981549999999913e+02 2.685020999999999880e+00
1.496124560000000088e+02 2.417428000000000132e+00
1.496107059999999933e+02 2.410811999999999955e+00
1.496088729999999885e+02 2.413959000000000188e+00
1.496358920000000126e+02 1.795644000000000018e+00
1.496203519999999969e+02 2.470467999999999886e+00
1.496143260000000055e+02 2.440144000000000091e+00
1.496128649999999993e+02 2.432822999999999958e+00
1.496126720000000034e+02 2.432755999999999919e+00
1.496150710000000004e+02 2.450889000000000095e+00
1.496209660000000099e+02 1.865348999999999924e+00
1.496183550000000082e+02 1.858913000000000038e+00
1.496318799999999953e+02 2.494216000000000211e+00
1.496322759999999903e+02 2.500408999999999882e+00
1.496321619999999939e+02 2.501937999999999995e+00
1.496352880000000027e+02 2.521365999999999996e+00
1.496353670000000022e+02 2.526537999999999951e+00
1.496452459999999860e+02 2.808018999999999821e+00
1.496503069999999980e+02 2.838551999999999964e+00
1.496604480000000024e+02 2.252908000000000133e+00
1.496281830000000070e+02 2.584715000000000096e+00
1.496209079999999858e+02 2.543591999999999853e+00
1.500247019999999907e+02 1.948142000000000040e+00
1.500225519999999904e+02 1.942614999999999981e+00
1.500368200000000058e+02 2.271516999999999786e+00
1.495463709999999935e+02 1.751006999999999980e+00
1.495448030000000017e+02 2.705233000000000221e+00
1.495760589999999866e+02 2.395557999999999854e+00
1.495817030000000045e+02 2.432786000000000115e+00
1.495576450000000079e+02 1.795895000000000019e+00
1.495631559999999922e+02 1.825078999999999896e+00
1.495532399999999882e+02 2.144900999999999947e+00
1.495652240000000006e+02 1.872133999999999965e+00
1.495705869999999891e+02 2.803430999999999784e+00
1.500084429999999998e+02 1.702511000000000108e+00
1.500038539999999898e+02 1.685893000000000086e+00
1.500058840000000089e+02 2.014797999999999867e+00
1.500602039999999988e+02 1.748801000000000050e+00
1.500554759999999987e+02 1.720528999999999975e+00
1.500627589999999998e+02 1.752748999999999890e+00
1.500612849999999980e+02 1.739538999999999946e+00
1.500241090000000099e+02 2.083003999999999856e+00
1.504593380000000025e+02 1.833455000000000057e+00
1.504547430000000077e+02 2.733584000000000014e+00
1.504355630000000019e+02 2.176274999999999959e+00
1.504518170000000055e+02 1.593941000000000052e+00
1.504443569999999966e+02 1.631043000000000021e+00
1.504764580000000080e+02 2.850111000000000061e+00
1.504233519999999942e+02 2.836793999999999816e+00
1.504022740000000056e+02 2.495067000000000146e+00
1.504027100000000132e+02 2.791150000000000020e+00
1.503612829999999860e+02 2.814081999999999972e+00
1.503842850000000055e+02 1.914628999999999914e+00
1.503682009999999991e+02 2.198920000000000208e+00
1.503945740000000058e+02 1.617680000000000007e+00
1.504127430000000061e+02 1.926684999999999981e+00
1.504195770000000039e+02 2.257092999999999794e+00
1.498177399999999864e+02 2.641204999999999803e+00
1.498183070000000043e+02 2.646310999999999858e+00
1.498185090000000059e+02 2.656575999999999826e+00
1.498190260000000080e+02 2.662748999999999810e+00
1.498268809999999860e+02 2.054056999999999800e+00
1.498225419999999986e+02 2.031394000000000144e+00
1.498197900000000118e+02 2.017021999999999871e+00
1.498327920000000120e+02 1.752005000000000035e+00
1.498341059999999914e+02 1.772966000000000042e+00
1.498322919999999954e+02 1.763068000000000080e+00
1.498419680000000085e+02 2.103387000000000118e+00
1.498374320000000068e+02 2.086181999999999981e+00
1.498418560000000070e+02 2.115006000000000164e+00
1.498564360000000022e+02 1.807266999999999957e+00
1.498535379999999861e+02 1.818016999999999994e+00
1.498525150000000110e+02 1.809797000000000100e+00
1.498552640000000054e+02 1.827337999999999907e+00
1.498551329999999950e+02 1.827277000000000040e+00
1.498096620000000030e+02 2.735523999999999845e+00
1.498156170000000031e+02 2.769756999999999802e+00
1.498089929999999868e+02 2.735911000000000204e+00
1.498063420000000008e+02 2.739980000000000082e+00
1.498593779999999924e+02 2.117681999999999842e+00
1.498390730000000133e+02 2.464223000000000052e+00
1.498412999999999897e+02 2.486060999999999854e+00
1.498360940000000028e+02 2.460586999999999858e+00
1.498464060000000018e+02 2.780712999999999990e+00
1.498492760000000033e+02 2.797371000000000052e+00
1.498541270000000054e+02 2.817431000000000019e+00
1.498527359999999931e+02 2.808727999999999891e+00
1.498486320000000092e+02 2.777055999999999969e+00
1.498560760000000016e+02 2.816809999999999814e+00
1.498486269999999934e+02 1.591220000000000079e+00
1.498463309999999922e+02 1.583865999999999996e+00
1.498686409999999967e+02 2.545679999999999943e+00
1.498606399999999894e+02 2.501071000000000044e+00
1.506452749999999980e+02 2.412132000000000165e+00
1.506593149999999923e+02 2.168528999999999929e+00
1.506585760000000107e+02 2.159663999999999806e+00
1.506580749999999966e+02 2.152737000000000123e+00
1.506602239999999995e+02 2.163197999999999954e+00
