# ra   dec 
1.498833067762285793e+02 2.218607625986174448e+00
1.494452284391537660e+02 2.219904130355405680e+00
1.496037462926153694e+02 2.449169815847189735e+00
1.504531749811236523e+02 2.739691286293730155e+00
1.501785967624480804e+02 2.732981230322888422e+00
1.497836245672676796e+02 2.419012831776707895e+00
1.498967412970149553e+02 2.539058957774105174e+00
1.496474285673517954e+02 2.530121804243485428e+00
1.502846342436482132e+02 2.278814175037813694e+00
1.503142215226746430e+02 2.422528993905440853e+00
1.501228519954580634e+02 2.770555375313197288e+00
1.507474735226258247e+02 2.711772013388849878e+00
1.494331505954974944e+02 2.289546299634940940e+00
1.505117233924165987e+02 2.739331201802200244e+00
1.495276263654881461e+02 2.669968396509847519e+00
1.505997400321473094e+02 2.784897299040437257e+00
1.494928110307540976e+02 2.421869827242221884e+00
1.494411380902097619e+02 2.086346859545657573e+00
1.494333833362167354e+02 2.207265355775943849e+00
1.500722952559702321e+02 2.700959969477326528e+00
1.501572687519716851e+02 2.599057736326558121e+00
1.502658849452107006e+02 2.692837037923663690e+00
1.495462155762308782e+02 2.653163027743685287e+00
1.494123603229246839e+02 2.591140368390801640e+00
1.497833500503587345e+02 2.337971496862227827e+00
1.496623506840755056e+02 2.182997812000591953e+00
1.504411300744677646e+02 2.820091870013683444e+00
1.495181008438603101e+02 2.182129399949002568e+00
1.495100426338329100e+02 2.580509890753785118e+00
1.500367547462017512e+02 2.741038566638383411e+00
1.498631617328746586e+02 2.472566779691580230e+00
1.499749984994761007e+02 2.797270950396252953e+00
1.495671653213942136e+02 2.088438160923610454e+00
1.496527799343130596e+02 2.738303244064359543e+00
1.499165338592587773e+02 2.094787232398004573e+00
1.495574809549960094e+02 2.157875966573233661e+00
1.498718486418350437e+02 2.100667368284491410e+00
1.497360459931653338e+02 2.487259844102574391e+00
1.502427850616944056e+02 2.756516172319280589e+00
1.502577336998718351e+02 2.630730097464801354e+00
1.495663028433877173e+02 2.406290132542046489e+00
1.499356769060188412e+02 1.945183857709063879e+00
1.504206047421970709e+02 2.686346870150416954e+00
1.502795533560046692e+02 2.700026024657292023e+00
1.494261276502646467e+02 2.254185719140831878e+00
1.503919073038534293e+02 2.640222526087699251e+00
1.503206584492857871e+02 2.475015824610326653e+00
1.505117342656125174e+02 2.668986253756345128e+00
1.503865956531129200e+02 2.326708998823464380e+00
1.494150939698210721e+02 2.652286998507652260e+00
1.496173197740239118e+02 2.271787131862371911e+00
1.502941646375168148e+02 2.725092582503823913e+00
1.498412716414319164e+02 2.486045275248679687e+00
1.507521576101101743e+02 2.645653038612779895e+00
1.497723605264407354e+02 1.921295433423790611e+00
1.505725715677902770e+02 2.499930985494895452e+00
1.494247117440780812e+02 2.260061453511953644e+00
1.501998541563032177e+02 2.761379138115634291e+00
1.499261401098453916e+02 1.952512037970216330e+00
1.498317563976188467e+02 2.439536489376737727e+00
1.494281506185257058e+02 2.223923340410341343e+00
1.501289244420057116e+02 2.810771993988219641e+00
1.498120857920389142e+02 2.767010083804961162e+00
1.498784135880723056e+02 2.544270605379606920e+00
1.505153585092655817e+02 2.785653654561660808e+00
1.496291418086918554e+02 2.642693753056415851e+00
1.498661579971301876e+02 2.292160766769976821e+00
1.504337742925198143e+02 2.596515849055112124e+00
1.497002537589087012e+02 2.185338296591425422e+00
1.498357797998211822e+02 2.777269071277055357e+00
1.500420007091320258e+02 2.115355740525204808e+00
1.504571116470444565e+02 2.676224700437773052e+00
1.496765890098558884e+02 1.956351313817519255e+00
1.500161399080253659e+02 2.199394826739226261e+00
1.502622342291545294e+02 2.684772941242770550e+00
1.502447345877525322e+02 2.743670511794423117e+00
1.494142082868198145e+02 2.450918348248126488e+00
1.494434566396826369e+02 2.218061223163835471e+00
1.501238750610403372e+02 2.592019739508815590e+00
1.498074368372101333e+02 2.785254338930390983e+00
1.499141195961752544e+02 2.433635574931148682e+00
1.505752410761276963e+02 2.772176785605747984e+00
1.496231943266673170e+02 2.501343309938364623e+00
1.496097843602509272e+02 1.938205639644544620e+00
1.502603581490735962e+02 2.457413674471932374e+00
1.500337585219314178e+02 2.765166642461382551e+00
1.497333461589898889e+02 2.396433601354944987e+00
1.497730118279056342e+02 2.636077893326909116e+00
1.502171978410347322e+02 2.777633651279295623e+00
1.503179133033595747e+02 2.880551658619036726e+00
1.497726627347250883e+02 2.225127009792593924e+00
1.503614892323321897e+02 2.815998685790895628e+00
1.498362328085516708e+02 2.471948966674044623e+00
1.499765860656811753e+02 2.440584551461383089e+00
1.501100000404663319e+02 2.710923208374185656e+00
1.506479528783091268e+02 2.567863986636360174e+00
1.507165881963885568e+02 2.679071820973372375e+00
1.502347384254614440e+02 2.745682635123478654e+00
1.496177686987354321e+02 2.564665741939178734e+00
1.501405332731011697e+02 2.333121762613785233e+00
1.499309690167521296e+02 2.359045013841565730e+00
1.503467427740044684e+02 2.823418508946371475e+00
1.501312311246116735e+02 2.648803504551400678e+00
1.502127668656946469e+02 2.746950783060687407e+00
1.507210183005926467e+02 2.669587262159000662e+00
1.497819331589809053e+02 2.596135214213753262e+00
1.498758059668587919e+02 2.102866156667855702e+00
1.498544398322814573e+02 2.709316614995897154e+00
1.497384632957409281e+02 2.244029090926872527e+00
1.497931327360031730e+02 2.526111965080923394e+00
1.497251870838264267e+02 1.937046544610281362e+00
1.501819491839991656e+02 2.602862765322463190e+00
1.502425939040005574e+02 2.336718933717707003e+00
1.506145219955133427e+02 2.568938429810506463e+00
1.505283114862800176e+02 2.533266738831183140e+00
1.502724789689789304e+02 2.412401727817100383e+00
1.502234889021494268e+02 2.341615802461638918e+00
1.507041871774428330e+02 2.686536372223583768e+00
1.494471436961680695e+02 2.124388078880224295e+00
1.498508643663145961e+02 2.808498376184433543e+00
1.499612114092678610e+02 2.403870239357067007e+00
1.497931120137647270e+02 2.702248774040641788e+00
1.495234230438282736e+02 2.256967721368860147e+00
1.502676945180336645e+02 2.421166153579945579e+00
1.500318186253837780e+02 2.153018586363039777e+00
1.495555941968941340e+02 2.260684913010637231e+00
1.504086999304961410e+02 2.825858198251547826e+00
1.507064652424361952e+02 2.763821358733319133e+00
1.498226602154188924e+02 1.942145654544129352e+00
1.504805557550006085e+02 2.736932973094263311e+00
1.506511647831650578e+02 2.822922534890014656e+00
1.494085174775760549e+02 2.325472276818055128e+00
1.497398032017986509e+02 2.477401201257471985e+00
1.497153558732622685e+02 1.997208039286958670e+00
1.497428246192141046e+02 2.396345065721297463e+00
1.497673108041516059e+02 2.550436612357404709e+00
1.494037535102203265e+02 2.252958451783042104e+00
1.497661148941993474e+02 2.566390559889122347e+00
1.497581489888667363e+02 2.190749351124835709e+00
1.498497103206331360e+02 2.532614011143976107e+00
1.495285332492484827e+02 2.560252641831500142e+00
1.494008671369920194e+02 2.519396491870347976e+00
1.503279746742446150e+02 2.383572745427849693e+00
1.498323523761525564e+02 2.798956195116141021e+00
1.494449209543833774e+02 2.595511038235343459e+00
1.503034648031995459e+02 2.593620177853528386e+00
1.505245888056251999e+02 2.827040336937236109e+00
1.503663146582754280e+02 2.568334648958233490e+00
1.504276454546249511e+02 2.766298176171911649e+00
1.498290366655259334e+02 2.174039923120662632e+00
1.497755174549252217e+02 2.569983660049153684e+00
1.497395887467807540e+02 1.941799668927381317e+00
1.495932987726998817e+02 2.228248470315848273e+00
1.505329344346460516e+02 2.789469570104936125e+00
1.497264649661683507e+02 2.419451748132888103e+00
1.507288647200389278e+02 2.744643990930941690e+00
1.495184436385386277e+02 2.220136094438466490e+00
1.500971489411286370e+02 2.350720446146147502e+00
1.496137868610117323e+02 2.505001697891493961e+00
1.495094565892939329e+02 2.595466006661542036e+00
1.500729708227887897e+02 2.216292025072633898e+00
1.496005004310438551e+02 2.645386122075286117e+00
1.495059459097763579e+02 2.591511617951040680e+00
1.505042284330092173e+02 2.827607472308880432e+00
1.497188830498167249e+02 2.630037038241206382e+00
1.494779469357104915e+02 2.642439036171814859e+00
1.495148591043327713e+02 2.498652920835690683e+00
1.497903768298770046e+02 1.937445190035839593e+00
1.499330805711258847e+02 2.085877245503299005e+00
1.504129599851499108e+02 2.744600254609738776e+00
1.502852822677228914e+02 2.265476410048549383e+00
1.497599985622464089e+02 2.546735659567442411e+00
1.498369702093387446e+02 2.436988026584133937e+00
1.495042221382176422e+02 2.213880560289417598e+00
1.498259326558093392e+02 2.552520978614379210e+00
1.498050155953553997e+02 1.937314920808044905e+00
1.498253015230203573e+02 2.190925802074480622e+00
1.496030549948445412e+02 2.634108437534201208e+00
1.497178141164801559e+02 2.321178289940933670e+00
1.495111364740058093e+02 2.404368363175441115e+00
1.494824674337569377e+02 2.594369532961535274e+00
1.502906626336896352e+02 2.464685734726967503e+00
1.503119379369848616e+02 2.527719039811616497e+00
1.496432628322942264e+02 2.185674712157278154e+00
1.495171316566073756e+02 2.313571103932871242e+00
1.494113191072926270e+02 2.215047613640031887e+00
1.495299593478128486e+02 2.640733331568309250e+00
1.497678622255922107e+02 2.055470666990279138e+00
1.495084996639744759e+02 2.354492112650160784e+00
1.504073048308400757e+02 2.827780801418456669e+00
1.496186528881628419e+02 2.630180155842539058e+00
1.495639963433158641e+02 2.505517909646342023e+00
1.503251935952397105e+02 2.644100812288896929e+00
1.503303983509010209e+02 2.271194290256580928e+00
1.503458541165375948e+02 2.347939143656387895e+00
1.495062484831517509e+02 2.364307509033406252e+00
1.505892131684251467e+02 2.779417182654469354e+00
1.498871684486292395e+02 2.584997351406161492e+00
1.494119556807787887e+02 2.633039698820588637e+00
1.501873748902757200e+02 2.377764403966309281e+00
1.505511021463891552e+02 2.765048078176148394e+00
1.499679040993045476e+02 1.972061492995697662e+00
1.495119503176931914e+02 2.185118552260467251e+00
1.497350195176453838e+02 2.597449930575479460e+00
1.504428441823261835e+02 2.682359362722420926e+00
1.506422543423616958e+02 2.745491490407910629e+00
1.506976944642233605e+02 2.805503754469185651e+00
1.495802164589884455e+02 2.506663991441769213e+00
1.506310891301528159e+02 2.818483124779221249e+00
1.503896864082523734e+02 2.816359744285156452e+00
1.502002176123537822e+02 2.304702360437961062e+00
1.501865158729501104e+02 2.345063033728509883e+00
1.494818474129299375e+02 2.522554620690856453e+00
1.495849725708721678e+02 2.561381531150273450e+00
1.494002072905877583e+02 2.306014497300820310e+00
1.497430154946962944e+02 2.839915540797616433e+00
1.496108029339770269e+02 2.632867095122727541e+00
1.496656334851324743e+02 2.593313964059779764e+00
1.501584703519502568e+02 2.805439433655303461e+00
1.497182800291493265e+02 2.856756278417210027e+00
1.503101498393810971e+02 2.351765241034125431e+00
1.498388255511163720e+02 2.736793269231903913e+00
1.496988543110703063e+02 2.357723321143800455e+00
1.502488433469265203e+02 2.523069304192905538e+00
1.499258655828499229e+02 2.584525493121358153e+00
1.498313355134966969e+02 2.079189771742353976e+00
1.502485922277184329e+02 2.794235219224922684e+00
1.506738227377859687e+02 2.620643399581534361e+00
1.503035412892582201e+02 2.347396996477176589e+00
1.503133405785819718e+02 2.362869610672667875e+00
1.500485643440595425e+02 2.352144447167362262e+00
1.496632351421602607e+02 2.197370374387253023e+00
1.498977880755850549e+02 2.088662058570229352e+00
1.496715809316449963e+02 2.591533837357460790e+00
1.495759902600717055e+02 2.102443935127627839e+00
1.496226380469965420e+02 1.928503261659287427e+00
1.504475513876304831e+02 2.628661535549500439e+00
1.503643343941718058e+02 2.344080343653953680e+00
1.504675480010856461e+02 2.672978129589869134e+00
1.502174129682670980e+02 2.600781077426694399e+00
1.494830442561782036e+02 2.580311211332977805e+00
1.506709328184837773e+02 2.605712757428912507e+00
1.497916837209915002e+02 2.723685554282334831e+00
1.496037279482195288e+02 2.672493132719509834e+00
1.507673655268232835e+02 2.714280162249490758e+00
1.498994041966141424e+02 2.511858305229849986e+00
1.506816986224458788e+02 2.629219814438726210e+00
1.499782972596219395e+02 2.181474340742070250e+00
1.495837895993614381e+02 2.383007046275072316e+00
1.495657631119990469e+02 2.614738112152450000e+00
1.496712398410378455e+02 2.470244896093398701e+00
1.494968413590561909e+02 2.270660369168266524e+00
1.506580306035023966e+02 2.698456806768224414e+00
1.500143331499061503e+02 2.030683159418919637e+00
1.496351952999782782e+02 2.485131081399203801e+00
1.506151275744620079e+02 2.775311986334190184e+00
1.501949345055416813e+02 2.342573481433498195e+00
1.495241029175951439e+02 2.252902358925811477e+00
1.494273487830495810e+02 2.599928282517354194e+00
1.498684846464924192e+02 2.088514320262675916e+00
1.498639062656390593e+02 1.933193174533845760e+00
1.506000540142918851e+02 2.510675468734977933e+00
1.504722307255933629e+02 2.618404268837054349e+00
1.498327190662023440e+02 2.615567075093878202e+00
1.496798072599341651e+02 2.592809856484367348e+00
1.507006576143320729e+02 2.585927199975367685e+00
1.501738690795429250e+02 2.644566456310666336e+00
1.494365635263848731e+02 2.566077560265069835e+00
1.496516999001908061e+02 2.671969905854324256e+00
1.507215057578609390e+02 2.674869891297866342e+00
1.495242610891073411e+02 2.083754122026390210e+00
1.498975217696354889e+02 2.583164663252297988e+00
1.495495526060637417e+02 2.304940110649584817e+00
1.504410823347974144e+02 2.752545496356429311e+00
1.507569169481983522e+02 2.675232746139396323e+00
1.498895771231099729e+02 1.930933249080550862e+00
1.496961656457084473e+02 2.385563471334380292e+00
1.495502022966163338e+02 1.991318373300729583e+00
1.501980683807407502e+02 2.895780087764987520e+00
1.495508097648061323e+02 2.142936461321764519e+00
1.496030052755130839e+02 2.537644080525427892e+00
1.502125400153930741e+02 2.351000038919741630e+00
1.495482017910372861e+02 1.975452199558592525e+00
1.500285749681393952e+02 2.436458172034487113e+00
1.500726824676409308e+02 2.246099580127271178e+00
1.495207939246310502e+02 2.207970644462805776e+00
1.499124946200357726e+02 2.321935949489000173e+00
1.501369935825180448e+02 2.339364919034653489e+00
1.498936754138962044e+02 2.574951272786168310e+00
1.506343121642752862e+02 2.777745601838645939e+00
1.495053880258525396e+02 2.529883760246245394e+00
1.496823444141473942e+02 1.928470526552569675e+00
1.502846875572293470e+02 2.503482196024255479e+00
1.495734981770065986e+02 1.968966175533093832e+00
1.494057453086034286e+02 2.333054584665418929e+00
1.495538761696137726e+02 2.147818231043259196e+00
1.502598730362507240e+02 2.582731281056036998e+00
1.503638731910042452e+02 2.659598210131318030e+00
1.507431254945383330e+02 2.660525957927742713e+00
1.498195478475510356e+02 2.090561235449774458e+00
1.503800362310292940e+02 2.346736067295164485e+00
1.501667354733660886e+02 2.134266924557764344e+00
1.499545348828271187e+02 2.090929330910887618e+00
1.503804878588935594e+02 2.840280172041158568e+00
1.506311726975052636e+02 2.663543216287063142e+00
1.496601022545648902e+02 2.052205442576964245e+00
1.499204481333006811e+02 2.529402301580174761e+00
1.495359915132316928e+02 2.608802973966421579e+00
1.500669296875472583e+02 2.152665141618596678e+00
1.497661684285033914e+02 2.103212008462632898e+00
1.496651782750078610e+02 1.967926618997303034e+00
1.497025171440160705e+02 2.470487980944192419e+00
1.495387413692490668e+02 2.103826670734295856e+00
1.506804718787961690e+02 2.683131323552101488e+00
1.499212813355140099e+02 1.928928872119497484e+00
1.498449707051989890e+02 2.453662094797288695e+00
1.495895777734808405e+02 1.970029107328785223e+00
1.495681494209698315e+02 2.305143518580689665e+00
1.503343316980519262e+02 2.894383757331118634e+00
1.496132375529014951e+02 2.464346951502369709e+00
1.500443372607335846e+02 2.083142133968904908e+00
1.501804488800154616e+02 2.563762905981421980e+00
1.504619532087700691e+02 2.785203813083160007e+00
1.500255709637788186e+02 2.374878764017015698e+00
1.498726122614875749e+02 2.570926964503995382e+00
1.497506975297046665e+02 1.930666901772266408e+00
1.494024687653417800e+02 2.525524440602194609e+00
1.505008812615529621e+02 2.838973608781293567e+00
1.501587020182253980e+02 2.716439131542411456e+00
1.501207415342992704e+02 2.895430627909961530e+00
1.497807864184703135e+02 2.662740983933792993e+00
1.506959935229731116e+02 2.778699279653590981e+00
1.494765497112484525e+02 2.055886448478352335e+00
1.501919856571049934e+02 2.592197105169044224e+00
1.498177542362321617e+02 2.376094020126227058e+00
1.495773479817390239e+02 2.041435435863975023e+00
1.498600984165475722e+02 2.376911319513843157e+00
1.504918550939678994e+02 2.635500587237071368e+00
1.503355601845186982e+02 2.304930970362257803e+00
1.497511052676379109e+02 1.966314963915908098e+00
1.497069690092184260e+02 2.586428407700065879e+00
1.498111978218840363e+02 2.763840894270983561e+00
1.503338796453850819e+02 2.767377001116252622e+00
1.504124369805642800e+02 2.435498532619698064e+00
1.497842982399694165e+02 1.958865553451581532e+00
1.497805805629871259e+02 2.655340446900341433e+00
1.506340631993661816e+02 2.695443268533742831e+00
1.499437144970316638e+02 2.285410040699705991e+00
1.499198699291401056e+02 1.927494873635405614e+00
1.495816829505342298e+02 2.665356729477700526e+00
1.496512220682199086e+02 2.034899538999483060e+00
1.501873632791171360e+02 2.517308512196972270e+00
1.497281615578244498e+02 2.358055688475440448e+00
1.494545832131166776e+02 2.240609605114336933e+00
1.495437556638310923e+02 2.038596327437006916e+00
1.503347310377313022e+02 2.841314264648005405e+00
1.501311016477166334e+02 2.348324888534785160e+00
1.499167922944943427e+02 2.646979085012722166e+00
1.504487255888263917e+02 2.747163411302193214e+00
1.496099771844556585e+02 1.978894190139249609e+00
1.496654006105737267e+02 2.161266038358562458e+00
1.501945509022226020e+02 2.677603668755905719e+00
1.495330748826943363e+02 2.252424301936021500e+00
1.498643128826452369e+02 2.746110309964109319e+00
1.502711257486352849e+02 2.891131310347002437e+00
1.497498538628014444e+02 2.403755006453270671e+00
1.499700698968567849e+02 2.520168583501674053e+00
1.496399344745429687e+02 2.161763179146714453e+00
1.498417846231541262e+02 1.918060749139843368e+00
1.504819404951036574e+02 2.524822606493136501e+00
1.498167108098831761e+02 2.199240018901546190e+00
1.500817557776531714e+02 2.240803128370323805e+00
1.505777872425969974e+02 2.662569650120685694e+00
1.496299905559035892e+02 2.147926240870378312e+00
1.504168844044573348e+02 2.649457108557770724e+00
1.498950879241996574e+02 1.917741689585254594e+00
1.496851779560440150e+02 2.803725332019828542e+00
1.495828087423842874e+02 2.484319288477284893e+00
1.495242763483576880e+02 2.054352363971941653e+00
1.496663011486698167e+02 2.516917815232183830e+00
1.496808067492460737e+02 2.416232938100486116e+00
1.496797752557360468e+02 2.126169405656652245e+00
1.500463114655394463e+02 2.510966711002740048e+00
1.497087613635558228e+02 2.788879082160306222e+00
1.495181088277338119e+02 2.236169427253093200e+00
1.497651130893284517e+02 1.939117527103397576e+00
1.500554672345685390e+02 2.673481444465653833e+00
1.498957127206168423e+02 2.572380148514782583e+00
1.495945034289616160e+02 2.022537749271783536e+00
1.501341956261865107e+02 2.539308205820178355e+00
1.497609754703049703e+02 2.816990899955922778e+00
1.500973779768277154e+02 2.581942693073216777e+00
1.504008077100536696e+02 2.773699083676944177e+00
1.498848544475158064e+02 2.009072588531498837e+00
1.498388791708714223e+02 2.453145893941484079e+00
1.501836581037047154e+02 2.762420052053749853e+00
1.495853030744530656e+02 2.032619115772352103e+00
1.504180891072869599e+02 2.652774380274927513e+00
1.500916765348596016e+02 2.070859923147331028e+00
1.505247235200679370e+02 2.441013710308984841e+00
1.496974277967406408e+02 2.335836091029077188e+00
1.501314121151058885e+02 2.696105894854161633e+00
1.506066266122345212e+02 2.846272412889138792e+00
1.500272432608857969e+02 2.425362653850008599e+00
1.496527560538927730e+02 1.911000738272681465e+00
1.503626974077390912e+02 2.320290782452260281e+00
1.502152627168346726e+02 2.801229172878247908e+00
1.498922496098555541e+02 2.774305719403528769e+00
1.502164759384641570e+02 2.549553067003469398e+00
1.505293085552786181e+02 2.745684544555605289e+00
1.501506633056253861e+02 2.890824763284560284e+00
1.505306107723111779e+02 2.764163439487173246e+00
1.498680487336308715e+02 2.330691385698592910e+00
1.501048276700719839e+02 2.090237476091923785e+00
1.502597168539991515e+02 2.650765964423888121e+00
1.501021622739851580e+02 2.328322358946675052e+00
1.502410996886889336e+02 2.744642093943853833e+00
1.502176136760185159e+02 2.565208015859208324e+00
1.498739830081841831e+02 2.607612933859695392e+00
1.494487223452105411e+02 2.303383355108850505e+00
1.499240882836841422e+02 2.455782616468585200e+00
1.499197625551785791e+02 2.327427090481811955e+00
1.498144610440609483e+02 2.092672709569592282e+00
1.496702366471643586e+02 2.068106464040823766e+00
1.499129965469892340e+02 2.063095745049893459e+00
1.495963978943447330e+02 2.035160556200088511e+00
1.504403548923351082e+02 2.443222109732861913e+00
1.497280592615618673e+02 2.810613340705539365e+00
1.496947480266420314e+02 2.299789940044679959e+00
1.495475866290376246e+02 2.791334569982020231e+00
1.497734002063157561e+02 2.575719256766213938e+00
1.505347573078134076e+02 2.664960885771665566e+00
1.494663378798874760e+02 2.656818788597457015e+00
1.496319297562393444e+02 2.154452776504331091e+00
1.502002975226114359e+02 2.209720727567206833e+00
1.497747066340314461e+02 2.704102947229671372e+00
1.497752460433260353e+02 2.077691468053459278e+00
1.501447716353056876e+02 2.244889268119715009e+00
1.507290384791934059e+02 2.726703067236523559e+00
1.496332133814251222e+02 2.849509763961461939e+00
1.501463901081871484e+02 2.285724649262051766e+00
1.499052809716817478e+02 2.266147115159993231e+00
1.495901063009290795e+02 2.588738986559321109e+00
1.494532934083052851e+02 2.069010042985866438e+00
1.497328086623251124e+02 2.069851636449704380e+00
1.497385560904180011e+02 1.919041314388130859e+00
1.504045011333037394e+02 2.648422190664300402e+00
1.503239279481282722e+02 2.317788054609169812e+00
1.495383694929254261e+02 2.231756561465256361e+00
1.496173439728142966e+02 2.017706891334303254e+00
1.498923673335566775e+02 2.519584446570595659e+00
1.501840246684235467e+02 2.163381211601774101e+00
1.496116072575625253e+02 2.271878529467704411e+00
1.500437697039121190e+02 2.690967237409302992e+00
1.495131986619312272e+02 2.553373936265057154e+00
1.496060943240558743e+02 2.387205019094112757e+00
1.501714726870925460e+02 2.330148870603416800e+00
1.504992472899157576e+02 2.763303425828901094e+00
1.500488570703715254e+02 2.657969416804272900e+00
1.503685978675449348e+02 2.734153578694406672e+00
1.494492849330603121e+02 2.645438746104567418e+00
1.499052238522010896e+02 2.170683719366901965e+00
1.501058441802147172e+02 2.355781125780266105e+00
1.504720349564816502e+02 2.410206555654068161e+00
1.503481590535654959e+02 2.326964446149803134e+00
1.503550534850492681e+02 2.312814879098822995e+00
1.498756271937026838e+02 2.100106000512168336e+00
1.507722478339154293e+02 2.754059545896264449e+00
1.499007467672568907e+02 2.893283688408392784e+00
1.496372703317417745e+02 2.069777237596164721e+00
1.500612918352193219e+02 2.152650754291473678e+00
1.497800485598380931e+02 2.710885807173451845e+00
1.498558250787104384e+02 2.774755890202062147e+00
1.495457494088795727e+02 2.401267040163657551e+00
1.498632256323267882e+02 2.741908185668470388e+00
1.502697449716413018e+02 2.315720131833127748e+00
1.494290424152329706e+02 2.211302698073954076e+00
1.496681869129640177e+02 2.661233889296707122e+00
1.496895240320995697e+02 2.537762944856334357e+00
1.499084629373850817e+02 2.302053491791870243e+00
1.499137257137847712e+02 2.572942408755605648e+00
1.495673612047668257e+02 2.366745071620263374e+00
1.495874562005599557e+02 2.390053892139725189e+00
1.499378586537213494e+02 2.050260571580412972e+00
1.499119897617452750e+02 2.645397271747853551e+00
1.497887621335481469e+02 2.269156154202314646e+00
1.496162069716843916e+02 2.071844828881822753e+00
1.496657474877946186e+02 2.205063821528236545e+00
1.500586932924196901e+02 2.477394451674569620e+00
1.500828188903267630e+02 2.148727455870762526e+00
1.497096254590098283e+02 2.711746542217215783e+00
1.497926829627170093e+02 2.392873207626497134e+00
1.498662400302111450e+02 2.839999642540259384e+00
1.496806101801292073e+02 2.822080128648112307e+00
1.497999008931406308e+02 2.726235677149404513e+00
1.499927443320855218e+02 2.275601834606553631e+00
1.503600518271930468e+02 2.740115311563619205e+00
1.501479061080695203e+02 2.280426986150772883e+00
1.495655163570150705e+02 2.087980118861547663e+00
1.501693793768924934e+02 2.263649964805393378e+00
1.495871254703106104e+02 2.329892393682139851e+00
1.503404488284351430e+02 2.292696341281346140e+00
1.497487670002757909e+02 2.251431174742952290e+00
1.497451181327788277e+02 2.579737021367137562e+00
1.494255070353738972e+02 2.199497617221760848e+00
1.499347839555923656e+02 2.890948399721676942e+00
1.502057670329639905e+02 2.264488369112430899e+00
1.496140981020340632e+02 2.298722964420750525e+00
1.496084368840793957e+02 2.157581038475526736e+00
1.499466817640968088e+02 2.193668124335903524e+00
1.501880719452469179e+02 2.649583880558683546e+00
1.495949674603467088e+02 2.173412309985616186e+00
1.496318268371336444e+02 2.494225372516649220e+00
1.495379582552184274e+02 2.550328388900175991e+00
1.504842485386679982e+02 2.433862054122514884e+00
1.504016497009797320e+02 2.646061304365636246e+00
1.495783906774526599e+02 2.360858355166276734e+00
1.497754985424373331e+02 2.456697304878668664e+00
1.505540764786060208e+02 2.860945563225029797e+00
1.499482544886899973e+02 2.620315430555185010e+00
1.501859065250372112e+02 2.474561714107153865e+00
1.494387020010536560e+02 2.361546455724206961e+00
1.499433966354008305e+02 2.550726804906683132e+00
1.498320859522845012e+02 2.657295971466292706e+00
1.502728168815053778e+02 2.893769692470372412e+00
1.503027919692891885e+02 2.647478035957848697e+00
1.501688758618786892e+02 2.320701840169002494e+00
1.499183232597118263e+02 2.880961344549962888e+00
1.503564176195173445e+02 2.806335310268358363e+00
1.506059077118700031e+02 2.768271193676123509e+00
1.498197227822954574e+02 1.902229063414273780e+00
1.502028690227709546e+02 2.466751336899339453e+00
1.496669920839290171e+02 1.899233069463172274e+00
1.504340971735445294e+02 2.397993677278636770e+00
1.500395293453135537e+02 2.451206657352201113e+00
1.498994029267431358e+02 2.876689135243902573e+00
1.499361840646159578e+02 2.178659405244440350e+00
1.498454958204121965e+02 2.514644944753633649e+00
1.506593321153326599e+02 2.897212573282483383e+00
1.499048942132392028e+02 2.878201715071403655e+00
1.505836127709193022e+02 2.768839032790652688e+00
1.505439243563800744e+02 2.776191522912986098e+00
1.498438466688313895e+02 2.429492120891769247e+00
1.502143398049877590e+02 2.380407378175620980e+00
1.501878043988083959e+02 2.518402661598766468e+00
1.497263366042465407e+02 2.802726364317694063e+00
1.498391146140689898e+02 2.825296953231728470e+00
1.498278925225566809e+02 2.313102971487668302e+00
1.500441883565928549e+02 2.141253937764604931e+00
1.497151044130850721e+02 2.515941127298360502e+00
1.499985096380628420e+02 2.449831300163826775e+00
1.496395324398045830e+02 2.303040045053886153e+00
1.502962849865594421e+02 2.327426612048582033e+00
1.501359238735114161e+02 2.411666553884235675e+00
1.500765833497799520e+02 2.330492309672111961e+00
1.495844703659889205e+02 2.364339275926653272e+00
1.495697512437660066e+02 2.692696289692912970e+00
1.506087901750947822e+02 2.769696278536811551e+00
1.494311057531056406e+02 2.627376315366923620e+00
1.496656778291958005e+02 1.893011601369050556e+00
1.497757970880117853e+02 1.903976964787806425e+00
1.495875489151615909e+02 2.695513443700840117e+00
1.498460902606294098e+02 2.168116681201400553e+00
1.494496582181327540e+02 2.172786797878516474e+00
1.507764038378929001e+02 2.711617338397283028e+00
1.498554787473916861e+02 2.166889887630867761e+00
1.504566279305838066e+02 2.648136039911073158e+00
1.496453192700874126e+02 2.034535776602625745e+00
1.499034535482848014e+02 2.874398967191357457e+00
1.505486296852020018e+02 2.727100473762119837e+00
1.494595920338904023e+02 2.288600997325641817e+00
1.496855642754341318e+02 2.705952330154919760e+00
1.498571732577936473e+02 2.732081963170692962e+00
1.497301107315853983e+02 2.069430128594195839e+00
1.496973156475862083e+02 2.701359726745891088e+00
1.498986585596422856e+02 2.588594521514593350e+00
1.499253608126154802e+02 2.684232572260039085e+00
1.501222912806045144e+02 2.279139542988648515e+00
1.497113181902512338e+02 2.357524651544815164e+00
1.500008253494372070e+02 2.797465368810827968e+00
1.505828706858791861e+02 2.831551605804096372e+00
1.501240161730476075e+02 2.488195951952695495e+00
1.503198732911857860e+02 2.287210270897686915e+00
